revid	title	toclevel	index	indexInverse	bytes	date	titlesNumber	main category	second category	anchor
85356452	Other short-term effects	2	6	13	277	02/11/06 23:03	19	effects	neutral	Other_short-term_effects
85356452	Addiction and Tolerance	2	7	12	1392	02/11/06 23:03	19	effects	negative	Addiction_and_Tolerance
85356452	Long-term adverse effects	2	8	11	9217	02/11/06 23:03	19	effects	negative	Long-term_adverse_effects
85356452	Medical use and clinical studies	2	11	8	869	02/11/06 23:03	19	uses	positive	Medical_use_and_clinical_studies
85356452	Safety and contraindications	1	12	7	2866	02/11/06 23:03	19	safety	neutral	Safety_and_contraindications
85358589	Effects	1	4	18	12	02/11/06 23:14	22	effects	neutral	Effects
85358589	Short-term neurochemical effects	2	6	16	894	02/11/06 23:14	22	effects	neutral	Short-term_neurochemical_effects
85358589	Subjective effects	2	7	15	1014	02/11/06 23:14	22	effects	neutral	Subjective_effects
85358589	Other short-term effects	2	8	14	274	02/11/06 23:14	22	effects	neutral	Other_short-term_effects
85358589	Acute toxic/dangerous effects	2	9	13	4581	02/11/06 23:14	22	effects	negative	Acute_toxic.2Fdangerous_effects
85358589	Addiction and Tolerance	2	10	12	1392	02/11/06 23:14	22	effects	negative	Addiction_and_Tolerance
85358589	Long-term adverse effects	2	11	11	9217	02/11/06 23:14	22	effects	negative	Long-term_adverse_effects
85358589	Medical use and clinical studies	2	14	8	869	02/11/06 23:14	22	uses	positive	Medical_use_and_clinical_studies
85358589	Safety and contraindications	1	15	7	2866	02/11/06 23:14	22	safety	neutral	Safety_and_contraindications
92831938	Effects	1	2	5	12	08/12/06 01:36	7	effects	neutral	Effects
92831938	Subjective effects	2	4	3	239	08/12/06 01:36	7	effects	neutral	Subjective_effects
92831938	Acute toxic/dangerous effects	2	5	2	2808	08/12/06 01:36	7	effects	negative	Acute_toxic.2Fdangerous_effects
92831938	Addiction and Tolerance	2	7	0		08/12/06 01:36	7	effects	negative	Addiction_and_Tolerance
92853183	Effects	1	4	18	12	08/12/06 03:37	22	effects	neutral	Effects
92853183	Short-term neurochemical effects	2	6	16	906	08/12/06 03:37	22	effects	neutral	Short-term_neurochemical_effects
92853183	Subjective effects	2	7	15	1014	08/12/06 03:37	22	effects	neutral	Subjective_effects
92853183	Other short-term effects	2	8	14	274	08/12/06 03:37	22	effects	neutral	Other_short-term_effects
92853183	Acute toxic/dangerous effects	2	9	13	4580	08/12/06 03:37	22	effects	negative	Acute_toxic.2Fdangerous_effects
92853183	Addiction and Tolerance	2	10	12	1392	08/12/06 03:37	22	effects	negative	Addiction_and_Tolerance
92853183	Long-term adverse effects	2	11	11	9274	08/12/06 03:37	22	effects	negative	Long-term_adverse_effects
92853183	Medical use and clinical studies	2	14	8	869	08/12/06 03:37	22	uses	positive	Medical_use_and_clinical_studies
92853183	Safety and contraindications	1	15	7	2866	08/12/06 03:37	22	safety	neutral	Safety_and_contraindications
94430671	Short-term neurochemical effects	2	5	16	906	15/12/06 02:53	21	effects	neutral	Short-term_neurochemical_effects
94430671	Subjective effects	2	6	15	1014	15/12/06 02:53	21	effects	neutral	Subjective_effects
94430671	Other short-term effects	2	7	14	294	15/12/06 02:53	21	effects	neutral	Other_short-term_effects
94430671	Acute toxic/dangerous effects	2	8	13	4580	15/12/06 02:53	21	effects	negative	Acute_toxic.2Fdangerous_effects
94430671	Addiction and Tolerance	2	9	12	1392	15/12/06 02:53	21	effects	negative	Addiction_and_Tolerance
94430671	Long-term adverse effects	2	10	11	9274	15/12/06 02:53	21	effects	negative	Long-term_adverse_effects
94430671	Medical use and clinical studies	2	13	8	869	15/12/06 02:53	21	uses	positive	Medical_use_and_clinical_studies
94430671	Safety and contraindications	1	14	7	2866	15/12/06 02:53	21	safety	neutral	Safety_and_contraindications
94440064	Effects	1	4	18	12	15/12/06 03:51	22	effects	neutral	Effects
94440064	Short-term neurochemical effects	2	6	16	906	15/12/06 03:51	22	effects	neutral	Short-term_neurochemical_effects
94440064	Subjective effects	2	7	15	1014	15/12/06 03:51	22	effects	neutral	Subjective_effects
94440064	Other short-term effects	2	8	14	294	15/12/06 03:51	22	effects	neutral	Other_short-term_effects
94440064	Acute toxic/dangerous effects	2	9	13	4580	15/12/06 03:51	22	effects	negative	Acute_toxic.2Fdangerous_effects
94440064	Addiction and Tolerance	2	10	12	1392	15/12/06 03:51	22	effects	negative	Addiction_and_Tolerance
94440064	Long-term adverse effects	2	11	11	9274	15/12/06 03:51	22	effects	negative	Long-term_adverse_effects
94440064	Medical use and clinical studies	2	14	8	869	15/12/06 03:51	22	uses	positive	Medical_use_and_clinical_studies
94440064	Safety and contraindications	1	15	7	2866	15/12/06 03:51	22	safety	neutral	Safety_and_contraindications
95101440	Short-term neurochemical effects	2	5	16	906	18/12/06 15:11	21	effects	neutral	Short-term_neurochemical_effects
95101440	Subjective effects	2	6	15	1018	18/12/06 15:11	21	effects	neutral	Subjective_effects
95101440	Other short-term effects	2	7	14	407	18/12/06 15:11	21	effects	neutral	Other_short-term_effects
95101440	Acute toxic/dangerous effects	2	8	13	4580	18/12/06 15:11	21	effects	negative	Acute_toxic.2Fdangerous_effects
95101440	Addiction and Tolerance	2	9	12	1392	18/12/06 15:11	21	effects	negative	Addiction_and_Tolerance
95101440	Long-term adverse effects	2	10	11	9282	18/12/06 15:11	21	effects	negative	Long-term_adverse_effects
95101440	Medical use and clinical studies	2	13	8	869	18/12/06 15:11	21	uses	positive	Medical_use_and_clinical_studies
95101440	Safety and contraindications	1	14	7	2867	18/12/06 15:11	21	safety	neutral	Safety_and_contraindications
95101482	Effects	1	4	18	14	18/12/06 15:12	22	effects	neutral	Effects
95101482	Short-term neurochemical effects	2	6	16	906	18/12/06 15:12	22	effects	neutral	Short-term_neurochemical_effects
95101482	Subjective effects	2	7	15	1018	18/12/06 15:12	22	effects	neutral	Subjective_effects
95101482	Other short-term effects	2	8	14	407	18/12/06 15:12	22	effects	neutral	Other_short-term_effects
95101482	Acute toxic/dangerous effects	2	9	13	4580	18/12/06 15:12	22	effects	negative	Acute_toxic.2Fdangerous_effects
95101482	Addiction and Tolerance	2	10	12	1392	18/12/06 15:12	22	effects	negative	Addiction_and_Tolerance
95101482	Long-term adverse effects	2	11	11	9282	18/12/06 15:12	22	effects	negative	Long-term_adverse_effects
95101482	Medical use and clinical studies	2	14	8	869	18/12/06 15:12	22	uses	positive	Medical_use_and_clinical_studies
95101482	Safety and contraindications	1	15	7	2867	18/12/06 15:12	22	safety	neutral	Safety_and_contraindications
102497793	Effects	1	4	20	77	22/01/07 20:02	24	effects	neutral	Effects
102497793	Subjective effects	2	6	18	1017	22/01/07 20:02	24	effects	neutral	Subjective_effects
102497793	Other short-term effects	2	7	17	714	22/01/07 20:02	24	effects	neutral	Other_short-term_effects
102497793	Acute toxic/dangerous effects	2	8	16	5593	22/01/07 20:02	24	effects	negative	Acute_toxic.2Fdangerous_effects
102497793	Addiction and Tolerance	2	9	15	2111	22/01/07 20:02	24	effects	negative	Addiction_and_Tolerance
102497793	Long-term adverse effects	2	10	14	9297	22/01/07 20:02	24	effects	negative	Long-term_adverse_effects
102497793	Medical use and clinical studies	2	14	10	869	22/01/07 20:02	24	uses	positive	Medical_use_and_clinical_studies
102497793	Safety and contraindications	1	15	9	2872	22/01/07 20:02	24	safety	neutral	Safety_and_contraindications
102498483	Effects	1	4	21	77	22/01/07 20:05	25	effects	neutral	Effects
102498483	Short-term neurochemical effects	2	6	19	920	22/01/07 20:05	25	effects	neutral	Short-term_neurochemical_effects
102498483	Subjective effects	2	7	18	1017	22/01/07 20:05	25	effects	neutral	Subjective_effects
102498483	Other short-term effects	2	8	17	714	22/01/07 20:05	25	effects	neutral	Other_short-term_effects
102498483	Acute toxic/dangerous effects	2	9	16	5593	22/01/07 20:05	25	effects	negative	Acute_toxic.2Fdangerous_effects
102498483	Addiction and Tolerance	2	10	15	2111	22/01/07 20:05	25	effects	negative	Addiction_and_Tolerance
102498483	Long-term adverse effects	2	11	14	9297	22/01/07 20:05	25	effects	negative	Long-term_adverse_effects
102498483	Medical use and clinical studies	2	15	10	869	22/01/07 20:05	25	uses	positive	Medical_use_and_clinical_studies
102498483	Safety and contraindications	1	16	9	2872	22/01/07 20:05	25	safety	neutral	Safety_and_contraindications
102768142	Short-term neurochemical effects	2	5	19	920	23/01/07 22:30	24	effects	neutral	Short-term_neurochemical_effects
102768142	Subjective effects	2	6	18	1017	23/01/07 22:30	24	effects	neutral	Subjective_effects
102768142	Other short-term effects	2	7	17	714	23/01/07 22:30	24	effects	neutral	Other_short-term_effects
102768142	Acute toxic/dangerous effects	2	8	16	5803	23/01/07 22:30	24	effects	negative	Acute_toxic.2Fdangerous_effects
102768142	Addiction and Tolerance	2	9	15	2111	23/01/07 22:30	24	effects	negative	Addiction_and_Tolerance
102768142	Long-term adverse effects	2	10	14	9506	23/01/07 22:30	24	effects	negative	Long-term_adverse_effects
102768142	Medical use and clinical studies	2	14	10	869	23/01/07 22:30	24	uses	positive	Medical_use_and_clinical_studies
102768142	Safety and contraindications	1	15	9	2872	23/01/07 22:30	24	safety	neutral	Safety_and_contraindications
102768401	Effects	1	4	21	77	23/01/07 22:31	25	effects	neutral	Effects
102768401	Short-term neurochemical effects	2	6	19	920	23/01/07 22:31	25	effects	neutral	Short-term_neurochemical_effects
102768401	Subjective effects	2	7	18	1017	23/01/07 22:31	25	effects	neutral	Subjective_effects
102768401	Other short-term effects	2	8	17	714	23/01/07 22:31	25	effects	neutral	Other_short-term_effects
102768401	Acute toxic/dangerous effects	2	9	16	5803	23/01/07 22:31	25	effects	negative	Acute_toxic.2Fdangerous_effects
102768401	Addiction and Tolerance	2	10	15	2111	23/01/07 22:31	25	effects	negative	Addiction_and_Tolerance
102768401	Long-term adverse effects	2	11	14	9506	23/01/07 22:31	25	effects	negative	Long-term_adverse_effects
102768401	Medical use and clinical studies	2	15	10	869	23/01/07 22:31	25	uses	positive	Medical_use_and_clinical_studies
102768401	Safety and contraindications	1	16	9	2872	23/01/07 22:31	25	safety	neutral	Safety_and_contraindications
103145173	Medical use and clinical studies	2	6	10	869	25/01/07 14:40	16	uses	positive	Medical_use_and_clinical_studies
103145173	Safety and contraindications	1	7	9	2872	25/01/07 14:40	16	safety	neutral	Safety_and_contraindications
103145271	Effects	1	4	21	77	25/01/07 14:40	25	effects	neutral	Effects
103145271	Short-term neurochemical effects	2	6	19	920	25/01/07 14:40	25	effects	neutral	Short-term_neurochemical_effects
103145271	Subjective effects	2	7	18	1017	25/01/07 14:40	25	effects	neutral	Subjective_effects
103145271	Other short-term effects	2	8	17	714	25/01/07 14:40	25	effects	neutral	Other_short-term_effects
103145271	Acute toxic/dangerous effects	2	9	16	5803	25/01/07 14:40	25	effects	negative	Acute_toxic.2Fdangerous_effects
103145271	Addiction and Tolerance	2	10	15	2111	25/01/07 14:40	25	effects	negative	Addiction_and_Tolerance
103145271	Long-term adverse effects	2	11	14	9506	25/01/07 14:40	25	effects	negative	Long-term_adverse_effects
103145271	Medical use and clinical studies	2	15	10	869	25/01/07 14:40	25	uses	positive	Medical_use_and_clinical_studies
103145271	Safety and contraindications	1	16	9	2872	25/01/07 14:40	25	safety	neutral	Safety_and_contraindications
103214421	Medical use and clinical studies	2	6	10	869	25/01/07 20:19	16	uses	positive	Medical_use_and_clinical_studies
103214421	Safety and contraindications	1	7	9	2872	25/01/07 20:19	16	safety	neutral	Safety_and_contraindications
103218553	Effects	1	4	21	77	25/01/07 20:37	25	effects	neutral	Effects
103218553	Short-term neurochemical effects	2	6	19	920	25/01/07 20:37	25	effects	neutral	Short-term_neurochemical_effects
103218553	Subjective effects	2	7	18	1017	25/01/07 20:37	25	effects	neutral	Subjective_effects
103218553	Other short-term effects	2	8	17	714	25/01/07 20:37	25	effects	neutral	Other_short-term_effects
103218553	Acute toxic/dangerous effects	2	9	16	5803	25/01/07 20:37	25	effects	negative	Acute_toxic.2Fdangerous_effects
103218553	Addiction and Tolerance	2	10	15	2111	25/01/07 20:37	25	effects	negative	Addiction_and_Tolerance
103218553	Long-term adverse effects	2	11	14	9506	25/01/07 20:37	25	effects	negative	Long-term_adverse_effects
103218553	Medical use and clinical studies	2	15	10	869	25/01/07 20:37	25	uses	positive	Medical_use_and_clinical_studies
103218553	Safety and contraindications	1	16	9	2872	25/01/07 20:37	25	safety	neutral	Safety_and_contraindications
103788548	Effects	1	4	13	20	28/01/07 07:13	17	effects	neutral	Effects
103788548	Medical use and clinical studies	2	7	10	869	28/01/07 07:13	17	uses	positive	Medical_use_and_clinical_studies
103788548	Safety and contraindications	1	8	9	2872	28/01/07 07:13	17	safety	neutral	Safety_and_contraindications
103788653	Effects	1	4	21	77	28/01/07 07:14	25	effects	neutral	Effects
103788653	Short-term neurochemical effects	2	6	19	920	28/01/07 07:14	25	effects	neutral	Short-term_neurochemical_effects
103788653	Subjective effects	2	7	18	1017	28/01/07 07:14	25	effects	neutral	Subjective_effects
103788653	Other short-term effects	2	8	17	714	28/01/07 07:14	25	effects	neutral	Other_short-term_effects
103788653	Acute toxic/dangerous effects	2	9	16	5803	28/01/07 07:14	25	effects	negative	Acute_toxic.2Fdangerous_effects
103788653	Addiction and Tolerance	2	10	15	2111	28/01/07 07:14	25	effects	negative	Addiction_and_Tolerance
103788653	Long-term adverse effects	2	11	14	9506	28/01/07 07:14	25	effects	negative	Long-term_adverse_effects
103788653	Medical use and clinical studies	2	15	10	869	28/01/07 07:14	25	uses	positive	Medical_use_and_clinical_studies
103788653	Safety and contraindications	1	16	9	2872	28/01/07 07:14	25	safety	neutral	Safety_and_contraindications
104426914	Effects	1	4	20	77	30/01/07 22:05	24	effects	neutral	Effects
104426914	Short-term neurochemical effects	2	6	18	920	30/01/07 22:05	24	effects	neutral	Short-term_neurochemical_effects
104426914	Subjective effects	2	7	17	1073	30/01/07 22:05	24	effects	neutral	Subjective_effects
104426914	Acute toxic/dangerous effects	2	8	16	5803	30/01/07 22:05	24	effects	negative	Acute_toxic.2Fdangerous_effects
104426914	Addiction and Tolerance	2	9	15	2111	30/01/07 22:05	24	effects	negative	Addiction_and_Tolerance
104426914	Long-term adverse effects	2	10	14	9506	30/01/07 22:05	24	effects	negative	Long-term_adverse_effects
104426914	Medical use and clinical studies	2	14	10	869	30/01/07 22:05	24	uses	positive	Medical_use_and_clinical_studies
104426914	Safety and contraindications	1	15	9	2869	30/01/07 22:05	24	safety	neutral	Safety_and_contraindications
104429209	Effects	1	4	21	77	30/01/07 22:15	25	effects	neutral	Effects
104429209	Short-term neurochemical effects	2	6	19	920	30/01/07 22:15	25	effects	neutral	Short-term_neurochemical_effects
104429209	Subjective effects	2	7	18	1017	30/01/07 22:15	25	effects	neutral	Subjective_effects
104429209	Other short-term effects	2	8	17	714	30/01/07 22:15	25	effects	neutral	Other_short-term_effects
104429209	Acute toxic/dangerous effects	2	9	16	5803	30/01/07 22:15	25	effects	negative	Acute_toxic.2Fdangerous_effects
104429209	Addiction and Tolerance	2	10	15	2111	30/01/07 22:15	25	effects	negative	Addiction_and_Tolerance
104429209	Long-term adverse effects	2	11	14	9506	30/01/07 22:15	25	effects	negative	Long-term_adverse_effects
104429209	Medical use and clinical studies	2	15	10	869	30/01/07 22:15	25	uses	positive	Medical_use_and_clinical_studies
104429209	Safety and contraindications	1	16	9	2869	30/01/07 22:15	25	safety	neutral	Safety_and_contraindications
108613879	Short-term neurochemical effects	2	6	19	916	16/02/07 15:14	25	effects	neutral	Short-term_neurochemical_effects
108613879	Subjective effects	2	7	18	1022	16/02/07 15:14	25	effects	neutral	Subjective_effects
108613879	Other short-term effects	2	8	17	715	16/02/07 15:14	25	effects	neutral	Other_short-term_effects
108613879	Acute toxic/dangerous effects	2	9	16	5807	16/02/07 15:14	25	effects	negative	Acute_toxic.2Fdangerous_effects
108613879	Addiction and Tolerance	2	10	15	2115	16/02/07 15:14	25	effects	negative	Addiction_and_Tolerance
108613879	Long-term adverse effects	2	11	14	9578	16/02/07 15:14	25	effects	negative	Long-term_adverse_effects
108613879	Medical use and clinical studies	2	15	10	869	16/02/07 15:14	25	uses	positive	Medical_use_and_clinical_studies
108613879	Safety and contraindications	1	16	9	2921	16/02/07 15:14	25	safety	neutral	Safety_and_contraindications
108643050	Effects	1	4	21	76	16/02/07 17:31	25	effects	neutral	Effects
108643050	Short-term neurochemical effects	2	6	19	916	16/02/07 17:31	25	effects	neutral	Short-term_neurochemical_effects
108643050	Subjective effects	2	7	18	1022	16/02/07 17:31	25	effects	neutral	Subjective_effects
108643050	Other short-term effects	2	8	17	715	16/02/07 17:31	25	effects	neutral	Other_short-term_effects
108643050	Acute toxic/dangerous effects	2	9	16	5807	16/02/07 17:31	25	effects	negative	Acute_toxic.2Fdangerous_effects
108643050	Addiction and Tolerance	2	10	15	2115	16/02/07 17:31	25	effects	negative	Addiction_and_Tolerance
108643050	Long-term adverse effects	2	11	14	9578	16/02/07 17:31	25	effects	negative	Long-term_adverse_effects
108643050	Medical use and clinical studies	2	15	10	869	16/02/07 17:31	25	uses	positive	Medical_use_and_clinical_studies
108643050	Safety and contraindications	1	16	9	2921	16/02/07 17:31	25	safety	neutral	Safety_and_contraindications
112761932	Effects	1	4	19	76	05/03/07 07:30	23	effects	neutral	Effects
112761932	Short-term neurochemical effects	2	6	17	917	05/03/07 07:30	23	effects	neutral	Short-term_neurochemical_effects
112761932	Subjective effects	2	7	16	8303	05/03/07 07:30	23	effects	neutral	Subjective_effects
